year_month;community;zone;is_freehold;secondary_price_per_sqft_usd;secondary_price_per_m2_usd;offplan_price_per_sqft_usd;rental_price_per_sqft_annual_usd;n_listings_secondary;n_listings_offplan;n_listings_rental;cbuae_base_rate_pct;avg_mortgage_rate_pct
2022-02;Emirates Hills;Emirates Hills;TRUE;966;10397;43,54;63;104;61;100;00.04;01.09
2022-03;Emirates Hills;Emirates Hills;TRUE;969;10435;42,67;63;106;39;72;00.04;01.09
2022-04;Emirates Hills;Emirates Hills;TRUE;988;10639;46,13;64;63;26;67;01.04;02.09
2022-05;Emirates Hills;Emirates Hills;TRUE;1030;11082;46,17;67;122;54;110;01.04;02.09
2022-06;Emirates Hills;Emirates Hills;TRUE;1012;10893;45,00;66;146;6;84;01.04;02.09
2022-07;Emirates Hills;Emirates Hills;TRUE;1038;11173;47,71;67;24;75;88;01.04;02.09
2022-08;Emirates Hills;Emirates Hills;TRUE;1000;10764;45,42;65;141;34;106;01.04;02.09
2022-09;Emirates Hills;Emirates Hills;TRUE;1016;10938;46,13;66;138;51;27;01.04;02.09
2022-10;Emirates Hills;Emirates Hills;TRUE;1056;11370;48,00;69;59;12;119;04.04;05.09
2022-11;Emirates Hills;Emirates Hills;TRUE;1075;11568;49,00;70;172;24;77;04.04;05.09
2022-12;Emirates Hills;Emirates Hills;TRUE;1153;12415;51,38;75;20;44;76;04.04;05.09
2023-01;Emirates Hills;Emirates Hills;TRUE;1126;12119;52,75;73;77;29;61;04.04;05.09
2023-02;Emirates Hills;Emirates Hills;TRUE;1226;13198;53,67;80;111;5;62;04.04;05.09
2023-03;Emirates Hills;Emirates Hills;TRUE;1196;12877;55,17;78;32;14;68;04.04;05.09
2023-04;Emirates Hills;Emirates Hills;TRUE;1174;12636;56,67;76;132;68;32;04.04;05.09
2023-05;Emirates Hills;Emirates Hills;TRUE;1233;13273;57,00;80;65;24;18;04.04;05.09
2023-06;Emirates Hills;Emirates Hills;TRUE;1252;13475;57,63;81;116;52;47;04.04;05.09
2023-07;Emirates Hills;Emirates Hills;TRUE;1276;13736;58,92;83;22;73;27;05.04;06.09
2023-08;Emirates Hills;Emirates Hills;TRUE;1312;14119;59,13;85;98;24;66;05.04;06.09
2023-09;Emirates Hills;Emirates Hills;TRUE;1332;14342;63,21;87;130;35;58;05.04;06.09
2023-10;Emirates Hills;Emirates Hills;TRUE;1376;14815;60,83;89;107;53;57;05.04;06.09
2023-11;Emirates Hills;Emirates Hills;TRUE;1374;14785;63,17;89;23;71;19;05.04;06.09
2023-12;Emirates Hills;Emirates Hills;TRUE;1349;14518;63,50;88;139;65;11;05.04;06.09
2024-01;Emirates Hills;Emirates Hills;TRUE;1325;14260;58,58;86;125;34;43;05.04;06.09
2024-02;Emirates Hills;Emirates Hills;TRUE;1314;14140;60,96;85;138;62;115;05.04;06.09
2024-03;Emirates Hills;Emirates Hills;TRUE;1314;14139;61,29;85;53;49;96;05.04;06.09
2024-04;Emirates Hills;Emirates Hills;TRUE;1295;13935;60,38;84;81;72;21;05.04;06.09
2024-05;Emirates Hills;Emirates Hills;TRUE;1216;13094;53,58;79;45;44;43;05.04;06.09
2024-06;Emirates Hills;Emirates Hills;TRUE;1326;14269;64,13;86;28;14;82;05.04;06.09
2024-07;Emirates Hills;Emirates Hills;TRUE;1305;14051;61,96;85;86;61;31;0,211805556;06.15
2024-08;Emirates Hills;Emirates Hills;TRUE;1293;13917;58,96;84;107;54;115;0,211805556;06.15
2024-09;Emirates Hills;Emirates Hills;TRUE;1274;13715;58,67;83;29;69;111;0,211805556;06.15
2024-10;Emirates Hills;Emirates Hills;TRUE;1279;13763;57,88;83;108;12;90;0,211805556;06.15
2024-11;Emirates Hills;Emirates Hills;TRUE;1272;13696;57,79;83;147;38;10;0,211805556;06.15
2024-12;Emirates Hills;Emirates Hills;TRUE;1242;13368;58,13;81;55;16;48;0,211805556;06.15
2025-01;Emirates Hills;Emirates Hills;TRUE;1252;13476;56,13;81;47;5;95;0,211805556;06.15
2025-02;Emirates Hills;Emirates Hills;TRUE;1264;13601;57,21;82;55;12;21;0,211805556;06.15
2025-03;Emirates Hills;Emirates Hills;TRUE;1304;14035;61,29;85;145;40;28;0,211805556;06.15
2025-04;Emirates Hills;Emirates Hills;TRUE;1277;13749;58,46;83;102;11;13;0,211805556;06.15
2025-05;Emirates Hills;Emirates Hills;TRUE;1246;13408;54,63;81;49;49;20;0,211805556;06.15
2025-06;Emirates Hills;Emirates Hills;TRUE;1213;13060;56,79;79;64;43;49;0,211805556;06.15
2025-07;Emirates Hills;Emirates Hills;TRUE;1297;13960;59,54;84;72;17;22;04.00;05.05
2025-08;Emirates Hills;Emirates Hills;TRUE;1239;13337;53,83;81;101;62;42;04.00;05.05
2025-09;Emirates Hills;Emirates Hills;TRUE;1286;13840;59,38;84;170;42;48;04.00;05.05
2025-10;Emirates Hills;Emirates Hills;TRUE;1228;13223;56,04;80;93;74;75;04.00;05.05
2025-11;Emirates Hills;Emirates Hills;TRUE;1272;13692;59,88;83;164;66;104;04.00;05.05
2025-12;Emirates Hills;Emirates Hills;TRUE;1308;14080;60,29;85;43;73;111;04.00;05.05
2026-01;Emirates Hills;Emirates Hills;TRUE;1241;13358;53,46;81;104;11;52;04.00;05.05
2026-02;Emirates Hills;Emirates Hills;TRUE;1311;14108;59,00;85;145;58;44;04.00;05.05
2026-03;Emirates Hills;Emirates Hills;TRUE;1303;14026;57,58;85;18;77;92;04.00;05.05
2026-04;Emirates Hills;Emirates Hills;TRUE;1229;13227;57,96;80;110;35;74;04.00;05.05
2020-01;Pearl Jumeira;Jumeirah;TRUE;762;8198;36,04;50;33;56;69;01.05;03.00
2020-02;Pearl Jumeira;Jumeirah;TRUE;735;7915;33,79;48;125;49;82;01.05;03.00
2020-03;Pearl Jumeira;Jumeirah;TRUE;764;8219;35,75;50;120;38;69;01.05;03.00
2020-04;Pearl Jumeira;Jumeirah;TRUE;727;7830;34,50;47;163;41;55;00.04;01.09
2020-05;Pearl Jumeira;Jumeirah;TRUE;718;7726;31,67;47;143;70;72;00.04;01.09
2020-06;Pearl Jumeira;Jumeirah;TRUE;697;7502;30,83;45;160;29;43;00.04;01.09
2020-07;Pearl Jumeira;Jumeirah;TRUE;743;7995;35,25;48;109;33;116;00.04;01.09
2020-08;Pearl Jumeira;Jumeirah;TRUE;657;7075;29,79;43;99;66;19;00.04;01.09
2020-09;Pearl Jumeira;Jumeirah;TRUE;673;7247;31,25;44;60;23;52;00.04;01.09
2020-10;Pearl Jumeira;Jumeirah;TRUE;658;7085;29,50;43;15;75;39;00.04;01.09
2020-11;Pearl Jumeira;Jumeirah;TRUE;687;7399;32,38;45;70;17;115;00.04;01.09
2020-12;Pearl Jumeira;Jumeirah;TRUE;688;7409;31,29;45;63;77;39;00.04;01.09
2021-01;Pearl Jumeira;Jumeirah;TRUE;738;7941;34,33;48;179;75;27;00.04;01.09
2021-02;Pearl Jumeira;Jumeirah;TRUE;742;7991;34,25;48;28;76;35;00.04;01.09
2021-03;Pearl Jumeira;Jumeirah;TRUE;735;7910;33,92;48;76;26;95;00.04;01.09
2021-04;Pearl Jumeira;Jumeirah;TRUE;758;8154;35,17;49;89;64;118;00.04;01.09
2021-05;Pearl Jumeira;Jumeirah;TRUE;763;8210;33,71;50;125;72;78;00.04;01.09
2021-06;Pearl Jumeira;Jumeirah;TRUE;785;8452;35,54;51;130;63;82;00.04;01.09
2021-07;Pearl Jumeira;Jumeirah;TRUE;792;8525;38,38;51;113;28;104;00.04;01.09
2021-08;Pearl Jumeira;Jumeirah;TRUE;778;8372;36,00;51;24;55;93;00.04;01.09
2021-09;Pearl Jumeira;Jumeirah;TRUE;787;8473;35,96;51;154;54;53;00.04;01.09
2021-10;Pearl Jumeira;Jumeirah;TRUE;783;8424;35,33;51;165;19;115;00.04;01.09
2021-11;Pearl Jumeira;Jumeirah;TRUE;841;9054;39,88;55;46;38;63;00.04;01.09
2021-12;Pearl Jumeira;Jumeirah;TRUE;911;9807;41,83;59;55;26;47;00.04;01.09
2022-01;Pearl Jumeira;Jumeirah;TRUE;924;9948;43,75;60;139;57;30;00.04;01.09
2022-02;Pearl Jumeira;Jumeirah;TRUE;935;10066;41,38;61;133;38;86;00.04;01.09
2022-03;Pearl Jumeira;Jumeirah;TRUE;962;10360;44,33;63;48;57;15;00.04;01.09
2022-04;Pearl Jumeira;Jumeirah;TRUE;1019;10966;46,33;66;172;73;28;01.04;02.09
2022-05;Pearl Jumeira;Jumeirah;TRUE;1028;11068;47,42;67;132;29;93;01.04;02.09
2022-06;Pearl Jumeira;Jumeirah;TRUE;987;10627;43,08;64;26;32;20;01.04;02.09
2022-07;Pearl Jumeira;Jumeirah;TRUE;964;10375;42,58;63;68;41;55;01.04;02.09
2022-08;Pearl Jumeira;Jumeirah;TRUE;1003;10794;44,25;65;85;72;36;01.04;02.09
2022-09;Pearl Jumeira;Jumeirah;TRUE;1096;11792;51,00;71;134;37;23;01.04;02.09
2022-10;Pearl Jumeira;Jumeirah;TRUE;1087;11700;47,17;71;71;67;57;04.04;05.09
2022-11;Pearl Jumeira;Jumeirah;TRUE;1058;11391;49,92;69;90;5;13;04.04;05.09
2022-12;Pearl Jumeira;Jumeirah;TRUE;1089;11720;48,25;71;167;69;11;04.04;05.09
2023-01;Pearl Jumeira;Jumeirah;TRUE;1164;12527;53,50;76;115;69;104;04.04;05.09
2023-02;Pearl Jumeira;Jumeirah;TRUE;1109;11941;49,17;72;43;38;114;04.04;05.09
2023-03;Pearl Jumeira;Jumeirah;TRUE;1154;12426;54,50;75;138;50;89;04.04;05.09
2023-04;Pearl Jumeira;Jumeirah;TRUE;1230;13235;55,29;80;99;43;61;04.04;05.09
2023-05;Pearl Jumeira;Jumeirah;TRUE;1212;13051;54,13;79;99;11;30;04.04;05.09
2023-06;Pearl Jumeira;Jumeirah;TRUE;1260;13563;56,50;82;177;13;55;04.04;05.09
2023-07;Pearl Jumeira;Jumeirah;TRUE;1216;13088;56,00;79;136;27;48;05.04;06.09
2023-08;Pearl Jumeira;Jumeirah;TRUE;1260;13565;57,42;82;60;24;38;05.04;06.09
2023-09;Pearl Jumeira;Jumeirah;TRUE;1355;14588;62,54;88;64;18;63;05.04;06.09
2023-10;Pearl Jumeira;Jumeirah;TRUE;1325;14257;60,38;86;36;18;74;05.04;06.09
2023-11;Pearl Jumeira;Jumeirah;TRUE;1296;13949;59,46;84;31;79;50;05.04;06.09
2023-12;Pearl Jumeira;Jumeirah;TRUE;1358;14614;62,71;88;38;34;58;05.04;06.09
2024-01;Pearl Jumeira;Jumeirah;TRUE;1270;13668;55,29;83;164;57;67;05.04;06.09
2024-02;Pearl Jumeira;Jumeirah;TRUE;1285;13834;63,21;84;110;77;16;05.04;06.09
2024-03;Pearl Jumeira;Jumeirah;TRUE;1324;14255;59,79;86;62;57;24;05.04;06.09
2024-04;Pearl Jumeira;Jumeirah;TRUE;1304;14038;61,96;85;131;68;79;05.04;06.09
2024-05;Pearl Jumeira;Jumeirah;TRUE;1274;13715;58,75;83;170;62;112;05.04;06.09
2024-06;Pearl Jumeira;Jumeirah;TRUE;1258;13540;60,50;82;29;59;68;05.04;06.09
2024-07;Pearl Jumeira;Jumeirah;TRUE;1218;13106;54,54;79;78;34;31;0,211805556;06.15
2024-08;Pearl Jumeira;Jumeirah;TRUE;1283;13814;62,42;83;108;16;80;0,211805556;06.15
2024-09;Pearl Jumeira;Jumeirah;TRUE;1284;13824;58,79;83;148;72;20;0,211805556;06.15
2024-10;Pearl Jumeira;Jumeirah;TRUE;1228;13218;56,13;80;93;31;89;0,211805556;06.15
2024-11;Pearl Jumeira;Jumeirah;TRUE;1255;13511;58,21;82;95;60;15;0,211805556;06.15
2024-12;Pearl Jumeira;Jumeirah;TRUE;1251;13464;55,29;81;124;39;55;0,211805556;06.15
2025-01;Pearl Jumeira;Jumeirah;TRUE;1273;13700;58,17;83;23;23;45;0,211805556;06.15
2025-02;Pearl Jumeira;Jumeirah;TRUE;1258;13536;58,54;82;59;57;34;0,211805556;06.15
2025-03;Pearl Jumeira;Jumeirah;TRUE;1199;12911;53,25;78;53;48;118;0,211805556;06.15
2025-04;Pearl Jumeira;Jumeirah;TRUE;1304;14031;59,46;85;52;46;86;0,211805556;06.15
2025-05;Pearl Jumeira;Jumeirah;TRUE;1296;13949;60,08;84;52;10;92;0,211805556;06.15
2025-06;Pearl Jumeira;Jumeirah;TRUE;1273;13705;59,67;83;160;50;119;0,211805556;06.15
2025-07;Pearl Jumeira;Jumeirah;TRUE;1241;13362;55,08;81;78;33;23;04.00;05.05
2025-08;Pearl Jumeira;Jumeirah;TRUE;1300;13991;59,29;84;135;64;35;04.00;05.05
2025-09;Pearl Jumeira;Jumeirah;TRUE;1253;13491;56,00;81;39;76;81;04.00;05.05
2025-10;Pearl Jumeira;Jumeirah;TRUE;1256;13521;55,50;82;70;34;10;04.00;05.05
2025-11;Pearl Jumeira;Jumeirah;TRUE;1206;12984;55,13;78;66;73;57;04.00;05.05
2025-12;Pearl Jumeira;Jumeirah;TRUE;1227;13208;53,63;80;139;54;67;04.00;05.05
2026-01;Pearl Jumeira;Jumeirah;TRUE;1211;13033;55,21;79;162;31;49;04.00;05.05
2026-02;Pearl Jumeira;Jumeirah;TRUE;1163;12522;52,00;76;159;64;12;04.00;05.05
2026-03;Pearl Jumeira;Jumeirah;TRUE;1246;13410;55,33;81;76;10;21;04.00;05.05
2026-04;Pearl Jumeira;Jumeirah;TRUE;1219;13126;58,00;79;51;23;95;04.00;05.05
2020-01;Downtown Dubai;Downtown;TRUE;510;5491;23,33;33;101;30;113;01.05;03.00
2020-02;Downtown Dubai;Downtown;TRUE;514;5536;24,04;33;136;44;29;01.05;03.00
2020-03;Downtown Dubai;Downtown;TRUE;487;5243;21,17;32;165;21;34;01.05;03.00
2020-04;Downtown Dubai;Downtown;TRUE;504;5423;22,29;33;78;41;38;00.04;01.09
2020-05;Downtown Dubai;Downtown;TRUE;490;5272;21,63;32;64;7;26;00.04;01.09
2020-06;Downtown Dubai;Downtown;TRUE;504;5426;22,46;33;64;61;77;00.04;01.09
2020-07;Downtown Dubai;Downtown;TRUE;494;5320;22,92;32;89;64;66;00.04;01.09
2020-08;Downtown Dubai;Downtown;TRUE;495;5333;21,79;32;178;29;42;00.04;01.09
2020-09;Downtown Dubai;Downtown;TRUE;476;5127;21,92;31;106;33;52;00.04;01.09
2020-10;Downtown Dubai;Downtown;TRUE;479;5159;22,17;31;94;52;95;00.04;01.09
2020-11;Downtown Dubai;Downtown;TRUE;483;5194;21,38;31;25;44;23;00.04;01.09
2020-12;Downtown Dubai;Downtown;TRUE;460;4956;22,50;30;38;11;38;00.04;01.09
2021-01;Downtown Dubai;Downtown;TRUE;487;5240;22,75;32;79;47;106;00.04;01.09
2021-02;Downtown Dubai;Downtown;TRUE;495;5326;22,58;32;171;43;119;00.04;01.09
2021-03;Downtown Dubai;Downtown;TRUE;527;5678;24,17;34;40;19;21;00.04;01.09
2021-04;Downtown Dubai;Downtown;TRUE;536;5774;25,42;35;82;73;116;00.04;01.09
2021-05;Downtown Dubai;Downtown;TRUE;537;5784;25,71;35;23;33;33;00.04;01.09
2021-06;Downtown Dubai;Downtown;TRUE;529;5692;23,79;34;60;78;108;00.04;01.09
2021-07;Downtown Dubai;Downtown;TRUE;544;5855;24,50;35;117;29;52;00.04;01.09
2021-08;Downtown Dubai;Downtown;TRUE;550;5915;25,83;36;150;43;81;00.04;01.09
2021-09;Downtown Dubai;Downtown;TRUE;541;5820;24,21;35;32;39;42;00.04;01.09
2021-10;Downtown Dubai;Downtown;TRUE;555;5972;24,92;36;96;34;72;00.04;01.09
2021-11;Downtown Dubai;Downtown;TRUE;597;6429;28,67;39;110;27;78;00.04;01.09
2021-12;Downtown Dubai;Downtown;TRUE;600;6454;26,96;39;49;20;61;00.04;01.09
2022-01;Downtown Dubai;Downtown;TRUE;622;6697;29,13;40;129;23;80;00.04;01.09
2022-02;Downtown Dubai;Downtown;TRUE;626;6739;29,38;41;17;22;54;00.04;01.09
2022-03;Downtown Dubai;Downtown;TRUE;627;6750;29,92;41;79;38;40;00.04;01.09
2022-04;Downtown Dubai;Downtown;TRUE;702;7554;32,42;46;59;11;105;01.04;02.09
2022-05;Downtown Dubai;Downtown;TRUE;654;7044;29,96;43;123;74;42;01.04;02.09
2022-06;Downtown Dubai;Downtown;TRUE;657;7068;30,21;43;33;49;57;01.04;02.09
2022-07;Downtown Dubai;Downtown;TRUE;704;7575;32,63;46;55;70;67;01.04;02.09
2022-08;Downtown Dubai;Downtown;TRUE;689;7413;30,46;45;172;61;112;01.04;02.09
2022-09;Downtown Dubai;Downtown;TRUE;719;7742;33,79;47;35;55;104;01.04;02.09
2022-10;Downtown Dubai;Downtown;TRUE;727;7828;32,33;47;123;64;102;04.04;05.09
2022-11;Downtown Dubai;Downtown;TRUE;774;8335;35,29;50;111;63;47;04.04;05.09
2022-12;Downtown Dubai;Downtown;TRUE;750;8073;35,38;49;174;75;113;04.04;05.09
2023-01;Downtown Dubai;Downtown;TRUE;757;8147;35,08;49;64;53;31;04.04;05.09
2023-02;Downtown Dubai;Downtown;TRUE;782;8421;36,00;51;98;18;80;04.04;05.09
2023-03;Downtown Dubai;Downtown;TRUE;824;8867;38,71;54;20;11;55;04.04;05.09
2023-04;Downtown Dubai;Downtown;TRUE;830;8936;37,29;54;179;75;66;04.04;05.09
2023-05;Downtown Dubai;Downtown;TRUE;794;8544;38,25;52;42;25;85;04.04;05.09
2023-06;Downtown Dubai;Downtown;TRUE;813;8746;38,96;53;29;44;35;04.04;05.09
2023-07;Downtown Dubai;Downtown;TRUE;860;9253;38,83;56;148;48;58;05.04;06.09
2023-08;Downtown Dubai;Downtown;TRUE;878;9449;41,58;57;57;45;46;05.04;06.09
2023-09;Downtown Dubai;Downtown;TRUE;934;10049;43,88;61;18;46;93;05.04;06.09
2023-10;Downtown Dubai;Downtown;TRUE;917;9875;43,13;60;71;48;97;05.04;06.09
2023-11;Downtown Dubai;Downtown;TRUE;875;9418;39,04;57;106;46;31;05.04;06.09
2023-12;Downtown Dubai;Downtown;TRUE;837;9011;37,79;54;57;43;87;05.04;06.09
2024-01;Downtown Dubai;Downtown;TRUE;882;9496;40,67;57;15;79;93;05.04;06.09
2024-02;Downtown Dubai;Downtown;TRUE;865;9309;39,00;56;126;38;17;05.04;06.09
2024-03;Downtown Dubai;Downtown;TRUE;901;9699;40,25;59;30;33;96;05.04;06.09
2024-04;Downtown Dubai;Downtown;TRUE;889;9568;42,67;58;81;14;19;05.04;06.09
2024-05;Downtown Dubai;Downtown;TRUE;904;9727;40,71;59;17;28;83;05.04;06.09
2024-06;Downtown Dubai;Downtown;TRUE;875;9415;38,88;57;97;35;95;05.04;06.09
2024-07;Downtown Dubai;Downtown;TRUE;892;9598;41,58;58;121;21;80;0,211805556;06.15
2024-08;Downtown Dubai;Downtown;TRUE;869;9356;40,63;56;37;28;66;0,211805556;06.15
2024-09;Downtown Dubai;Downtown;TRUE;910;9790;42,63;59;54;48;26;0,211805556;06.15
2024-10;Downtown Dubai;Downtown;TRUE;871;9376;40,88;57;157;6;115;0,211805556;06.15
2024-11;Downtown Dubai;Downtown;TRUE;863;9286;38,33;56;125;52;69;0,211805556;06.15
2024-12;Downtown Dubai;Downtown;TRUE;851;9159;39,46;55;105;10;28;0,211805556;06.15
2025-01;Downtown Dubai;Downtown;TRUE;865;9311;39,58;56;87;28;103;0,211805556;06.15
2025-02;Downtown Dubai;Downtown;TRUE;852;9169;39,50;55;40;64;107;0,211805556;06.15
2025-03;Downtown Dubai;Downtown;TRUE;858;9236;39,29;56;42;22;14;0,211805556;06.15
2025-04;Downtown Dubai;Downtown;TRUE;883;9504;40,54;57;130;70;117;0,211805556;06.15
2025-05;Downtown Dubai;Downtown;TRUE;875;9421;41,13;57;36;74;90;0,211805556;06.15
2025-06;Downtown Dubai;Downtown;TRUE;859;9250;39,08;56;130;37;116;0,211805556;06.15
2025-07;Downtown Dubai;Downtown;TRUE;883;9505;40,54;57;136;12;20;04.00;05.05
2025-08;Downtown Dubai;Downtown;TRUE;868;9348;40,33;56;102;63;85;04.00;05.05
2025-09;Downtown Dubai;Downtown;TRUE;886;9538;38,83;58;53;24;88;04.00;05.05
2025-10;Downtown Dubai;Downtown;TRUE;867;9333;38,21;56;77;15;33;04.00;05.05
2025-11;Downtown Dubai;Downtown;TRUE;843;9078;39,04;55;124;67;95;04.00;05.05
2025-12;Downtown Dubai;Downtown;TRUE;846;9105;38,79;55;87;7;29;04.00;05.05
2026-01;Downtown Dubai;Downtown;TRUE;880;9470;39,00;57;175;32;113;04.00;05.05
2026-02;Downtown Dubai;Downtown;TRUE;884;9513;40,50;57;127;63;92;04.00;05.05
2026-03;Downtown Dubai;Downtown;TRUE;843;9077;37,42;55;66;18;57;04.00;05.05
2026-04;Downtown Dubai;Downtown;TRUE;872;9391;38,54;57;66;40;85;04.00;05.05
2020-01;Business Bay;Business Bay;TRUE;315;3392;14,08;20;64;5;117;01.05;03.00
2020-02;Business Bay;Business Bay;TRUE;321;3453;14,42;21;63;16;23;01.05;03.00
2020-03;Business Bay;Business Bay;TRUE;329;3536;15,71;21;142;9;23;01.05;03.00
2020-04;Business Bay;Business Bay;TRUE;333;3582;15,25;22;112;58;106;00.04;01.09
2020-05;Business Bay;Business Bay;TRUE;309;3326;14,33;20;121;5;32;00.04;01.09
2020-06;Business Bay;Business Bay;TRUE;307;3306;14,25;20;79;33;65;00.04;01.09
2020-07;Business Bay;Business Bay;TRUE;313;3373;14,25;20;51;76;99;00.04;01.09
2020-08;Business Bay;Business Bay;TRUE;314;3375;14,46;20;27;27;30;00.04;01.09
2020-09;Business Bay;Business Bay;TRUE;303;3263;13,33;20;139;59;67;00.04;01.09
2020-10;Business Bay;Business Bay;TRUE;301;3240;13,88;20;115;78;12;00.04;01.09
2020-11;Business Bay;Business Bay;TRUE;304;3268;14,17;20;114;50;33;00.04;01.09
2020-12;Business Bay;Business Bay;TRUE;314;3383;14,50;20;55;11;54;00.04;01.09
2021-01;Business Bay;Business Bay;TRUE;316;3399;14,54;21;80;66;80;00.04;01.09
2021-02;Business Bay;Business Bay;TRUE;316;3398;14,46;21;174;32;12;00.04;01.09
2021-03;Business Bay;Business Bay;TRUE;325;3494;15,33;21;65;30;59;00.04;01.09
2021-04;Business Bay;Business Bay;TRUE;344;3701;15,50;22;164;73;103;00.04;01.09
2021-05;Business Bay;Business Bay;TRUE;325;3501;14,75;21;168;27;40;00.04;01.09
2021-06;Business Bay;Business Bay;TRUE;353;3797;15,96;23;167;14;57;00.04;01.09
2021-07;Business Bay;Business Bay;TRUE;351;3777;15,83;23;144;6;91;00.04;01.09
2021-08;Business Bay;Business Bay;TRUE;368;3957;17,13;24;39;38;46;00.04;01.09
2021-09;Business Bay;Business Bay;TRUE;352;3787;16,21;23;131;34;62;00.04;01.09
2021-10;Business Bay;Business Bay;TRUE;364;3916;16,50;24;126;25;33;00.04;01.09
2021-11;Business Bay;Business Bay;TRUE;389;4185;18,04;25;156;45;115;00.04;01.09
2021-12;Business Bay;Business Bay;TRUE;376;4048;17,04;24;32;79;107;00.04;01.09
2022-01;Business Bay;Business Bay;TRUE;413;4443;19,04;27;45;44;41;00.04;01.09
2022-02;Business Bay;Business Bay;TRUE;416;4482;18,46;27;149;23;44;00.04;01.09
2022-03;Business Bay;Business Bay;TRUE;414;4454;19,13;27;52;41;74;00.04;01.09
2022-04;Business Bay;Business Bay;TRUE;432;4645;19,71;28;52;43;59;01.04;02.09
2022-05;Business Bay;Business Bay;TRUE;438;4715;20,79;28;132;45;103;01.04;02.09
2022-06;Business Bay;Business Bay;TRUE;450;4840;19,96;29;58;26;35;01.04;02.09
2022-07;Business Bay;Business Bay;TRUE;457;4920;20,50;30;109;53;28;01.04;02.09
2022-08;Business Bay;Business Bay;TRUE;466;5014;22,71;30;147;22;25;01.04;02.09
2022-09;Business Bay;Business Bay;TRUE;453;4877;20,08;29;28;68;67;01.04;02.09
2022-10;Business Bay;Business Bay;TRUE;474;5097;21,54;31;113;6;74;04.04;05.09
2022-11;Business Bay;Business Bay;TRUE;496;5336;22,54;32;115;75;22;04.04;05.09
2022-12;Business Bay;Business Bay;TRUE;493;5311;22,75;32;136;59;92;04.04;05.09
2023-01;Business Bay;Business Bay;TRUE;502;5402;22,29;33;177;56;82;04.04;05.09
2023-02;Business Bay;Business Bay;TRUE;517;5566;23,71;34;66;78;92;04.04;05.09
2023-03;Business Bay;Business Bay;TRUE;511;5495;23,42;33;27;53;90;04.04;05.09
2023-04;Business Bay;Business Bay;TRUE;539;5797;25,67;35;148;29;105;04.04;05.09
2023-05;Business Bay;Business Bay;TRUE;550;5919;25,92;36;74;10;18;04.04;05.09
2023-06;Business Bay;Business Bay;TRUE;542;5834;24,25;35;49;43;63;04.04;05.09
2023-07;Business Bay;Business Bay;TRUE;544;5859;24,75;35;173;62;16;05.04;06.09
2023-08;Business Bay;Business Bay;TRUE;570;6136;27,21;37;128;73;20;05.04;06.09
2023-09;Business Bay;Business Bay;TRUE;561;6038;24,88;36;125;66;44;05.04;06.09
2023-10;Business Bay;Business Bay;TRUE;596;6413;28,08;39;109;13;115;05.04;06.09
2023-11;Business Bay;Business Bay;TRUE;584;6281;27,46;38;145;65;108;05.04;06.09
2023-12;Business Bay;Business Bay;TRUE;591;6358;27,17;38;130;44;102;05.04;06.09
2024-01;Business Bay;Business Bay;TRUE;593;6388;26,71;39;43;5;101;05.04;06.09
2024-02;Business Bay;Business Bay;TRUE;574;6176;26,58;37;49;31;46;05.04;06.09
2024-03;Business Bay;Business Bay;TRUE;548;5895;24,71;36;51;54;16;05.04;06.09
2024-04;Business Bay;Business Bay;TRUE;564;6075;26,54;37;34;57;79;05.04;06.09
2024-05;Business Bay;Business Bay;TRUE;557;5997;25,42;36;130;5;28;05.04;06.09
2024-06;Business Bay;Business Bay;TRUE;564;6068;24,75;37;100;30;68;05.04;06.09
2024-07;Business Bay;Business Bay;TRUE;537;5777;24,54;35;71;58;103;0,211805556;06.15
2024-08;Business Bay;Business Bay;TRUE;581;6255;27,33;38;122;62;103;0,211805556;06.15
2024-09;Business Bay;Business Bay;TRUE;564;6073;26,25;37;89;42;55;0,211805556;06.15
2024-10;Business Bay;Business Bay;TRUE;552;5939;25,67;36;37;76;47;0,211805556;06.15
2024-11;Business Bay;Business Bay;TRUE;547;5893;24,08;36;128;30;77;0,211805556;06.15
2024-12;Business Bay;Business Bay;TRUE;562;6050;26,25;37;102;79;34;0,211805556;06.15
2025-01;Business Bay;Business Bay;TRUE;565;6081;26,08;37;65;18;106;0,211805556;06.15
2025-02;Business Bay;Business Bay;TRUE;556;5984;24,42;36;160;24;110;0,211805556;06.15
2025-03;Business Bay;Business Bay;TRUE;535;5758;24,50;35;143;39;87;0,211805556;06.15
2025-04;Business Bay;Business Bay;TRUE;578;6225;26,92;38;41;51;82;0,211805556;06.15
2025-05;Business Bay;Business Bay;TRUE;553;5954;24,79;36;54;74;108;0,211805556;06.15
2025-06;Business Bay;Business Bay;TRUE;561;6043;25,75;36;114;71;23;0,211805556;06.15
2025-07;Business Bay;Business Bay;TRUE;552;5942;25,92;36;33;77;78;04.00;05.05
2025-08;Business Bay;Business Bay;TRUE;555;5969;25,33;36;78;31;97;04.00;05.05
2025-09;Business Bay;Business Bay;TRUE;579;6236;25,71;38;24;34;106;04.00;05.05
2025-10;Business Bay;Business Bay;TRUE;540;5811;25,00;35;47;66;50;04.00;05.05
2025-11;Business Bay;Business Bay;TRUE;544;5853;24,63;35;116;40;52;04.00;05.05
2025-12;Business Bay;Business Bay;TRUE;559;6016;26,25;36;32;37;115;04.00;05.05
